news,class
"o orçamento no ano passado, se não me engano, desse ano, dá r$ 1 trilhão e 700 milhões para rolagem de dívida e amortização. praticamente metade do que se arrecada no brasil vai para o sistema financeiro",1
"em 6 anos, dilma não conseguiu entregar as obras de transposição do rio são francisco. nós entregamos em seis meses.",0
"a cedae não é uma empresa deficitária, está tendo lucro. o rio de janeiro paga um pouco mais pelos serviços.",1
"'[a reforma da previdência] vai fazer com que os trabalhadores mais pobres deste país, sobretudo os trabalhadores rurais deste nordeste, passem a receber metade de um salário mínimo sem ter noção do que esses trabalhadores representam na economia da pequena cidade desse país.'",0
o estado de são paulo continua tendo os melhores indicadores criminais do país.,0
"63% dos trabalhadores brasileiros terão aposentadoria integral porque ganham salário mínimo, lamento dizê-lo. quem pode insurgir-se é um grupo de 27%, 37%. a reforma pode merecer ajustamento, e quem vai discutir isso é o congresso nacional, mas quem reclama é quem na verdade ganha mais. quem está acima desses tetos, quem tem aposentadoria precoce.",0
"a experiência brasileira vem demonstrando que os trabalhadores que conseguem atingir 35 anos de contribuição mais cedo são justamente aqueles que são mais qualificados e ocupam posições com maior remuneração e melhores condições de trabalho, possuindo maior estabilidade ao longo de sua vida laboral.",1
"imposto de renda - decreto que aumenta de 27,5% para 35% a alíquota do imposto de renda. - este reajuste atinge diretamente a classe média.  - sem querer cortar gastos, o governo com sua exuberante incompetência, quer como sempre, repassar para a população.  - assim é moleza, roubam, administram mal, e nos dão a conta para pagar. passe adiante...  - se cada pessoa passar para 10 amigos de setores diferentes, no 6 repasse atingiremos milhões de brasileiros.  - vamos tirar 5 minutos para mudar o brasil e defender nossas famílias e nosso suado dinheiro. eu fiz minha parte! faça a sua!",0
"de todas as constituições anteriores brasileiras e comparando com as constituições europeias, [a constituição de 1988] é a que tem maior número de prerrogativas de foro [privilegiado].",1
"eu acompanho há muito tempo concursos públicos. havia uma diferença muito grande de ingresso entre homens e mulheres [na magistratura]. essa diferença, a partir de 96, 97, começou a se igualar e, se nós pegarmos [os concursos] mais recentes, entram mais mulheres do que homens. obviamente, isso leva um tempo para chegar até os tribunais, então, a questão do concurso público universalizou isso.",0
"eu não serei o revisor da lava jato porque, em sendo aprovado, a cadeira em que eu estou aqui sendo sabatinado é para a cadeira na primeira turma. o revisor de todos os casos existentes da lava jato é o ministro celso de mello. relator, ministro fachin, que sucedeu em todos, absolutamente todos os casos da lava jato, sucedeu o ministro teori zavascki, e o revisor é o ministro celso de mello.",1
"infelizmente em 2006 a alteração legislativa ficou no meio do caminho. ela despenalizou o usuário [de drogas], não descriminalizou. isso ao invés de diminuir o número de prisões, passou a aumentar, porque passou-se a tipificar o usuário que ficava naquela linha tênue entre usuário e pequeno traficante, aquele que vende para sustentar o seu vício.",1
"em 2015, em são paulo, foram realizadas aproximadamente 14 mil audiências de custódia, com 55% de manutenção de prisão e 45% de liberdade provisória.",1
"eu apresentei essa proposta em 2015, e sabe por que ela não foi aprovada porque não contou com o apoio do governo de vossa excelência.",0
" preciso destacar que há outras nações no mundo tão endividadas ou até mais endividadas do que o brasil, mas que administram de forma mais competente a dívida pública, promovendo um impacto menor na economia.'",1
"com essa proposta de emenda constitucional que limita os gastos públicos e, convenhamos, qual é o governante que não quer gastar eu gostaria de ter muito dinheiro na burra, no cofre, para poder gastar, mas não temos. eu tenho essa consciência. nós levamos isso para o congresso. a câmara aprovou, meus caros, por 366 votos. foi o maior índice de aprovação de emenda constitucional que se viu até hoje sem nenhuma modificação.",0
não tem anistia para um crime que não existe. ... o que estamos tratando na proposta é a tipificação. qual a redação da tipificação isso o plenário vai decidir.,0
"esse teto que está sendo estabelecido  o teto de gastos no orçamento  só serve para os gastos primários, ou seja, aquilo que se gasta com saúde, educação, cultura, ciência e tecnologia, segurança, agricultura, pagamento de pessoal, programas sociais. os gastos financeiros estão fora, estão fora desse limite de gastos.",1
"[a pec 241] retrocede os direitos constitucionais já garantidos, inclusive referidos às áreas da educação e da saúde que já têm previsão constitucional.",1
"'250 mil mulheres que hoje estão vivas graças à eficácia da [lei maria da penha], é muita coisa.",0
a responsabilidade de eleger o eduardo [cunha] e o [waldir] maranhão foi da câmara dos deputados. de todos os deputados.,0
a tese de que a cpmf acabou por completo não é verdadeira.',1
"foram dando bolsa família para todo mundo, sem critério, sem porta de saída, sem controle, do meu ponto de vista, sem nada.",0
as pessoas em muitas cidades do brasil deixam de assinar a carteira de trabalho para receber o bolsa família e recebem [salário] por fora.,0
"corrupção existe no mundo inteiro, em maior ou menor nível, e existem países com níveis de corrupção piores do que os nossos.",1
"mesmo os adversários do pt terão que reconhecer que, nunca, em nossa história, tivemos ou vivemos um período com tantos investimentos em educação como nos últimos 13 anos. ",1
'temos mais de 60 mil pessoas com o nome na serasa e no spc. essas pessoas não estão conseguindo trabalhar e não estão conseguindo ser consumidoras no mercado.',0
'as drogas são responsáveis por 90% dos crimes violentos no país.',0
a perícia constatou que realmente a presidenta dilma não cometeu os crimes que foram alegados para se instalar o processo de impeachment nesta câmara. vários jornais hoje anunciaram isso.,0
"'e hoje, infelizmente, estamos aí a enfrentar um rombo nas contas públicas de aproximadamente r$ 170 bilhões.'",0
"'poderemos ter três anos de queda do pib, algo nunca antes experimentado em nossa economia.'",1
"o governo veio aqui, flexibilizou a meta fiscal, e agora pode gastar r$ 170 bilhões a mais do que os recursos arrecadados, sem dizer como será feito esse gasto.",0
"[imagens da internet] mostram a funai ... invadindo fazendas, com o apoio de homens armados da força nacional, para colocar índios dentro delas.",0
"o governo gastou, no mínimo, duas vezes mais do que a receita nos últimos oito anos.",0
"o projeto foi encaminhado pela presidente dilma e não foi votado porque a base deste governo provisório, na ocasião, foi contra. agora, para tentar fazer média com o servidor público, está dizendo que vai votar.",0
"a presidente dilma, em março deste ano, mandou novamente o pedido para que o pl-001 fosse modificado para um déficit fiscal de [r$] 96,7 [bilhões]. por quê pela mesma razão pela qual ela foi cassada por impeachment: porque ela pedalou, ela gastou dinheiro sem autorização legislativa e fez movimentações bancárias sem o devido respaldo constitucional e legal.",0
"'esses que estão pedindo a saída do deputado [waldir] maranhão  vou repetir aqui  são os mesmos que o elegeram e que elegeram o eduardo cunha, que estão atrelados.'",1
'eduardo cunha não teve ingerência na minha indicação e nem terá influência sobre o meu trabalho na liderança.',0
"a minha conversa com o ex-senador sérgio machado é uma conversa que tenho tido pela imprensa. o que eu disse ao senador sérgio machado eu disse nas páginas amarelas da veja, na isto, na revista poca, tenho dito a jornalistas e em discurso no plenário.",0
não fiz nenhuma ação para impedir a investigação da lava jato.,0
o que a folha de s.paulo fez foi dar uma interpretação errônea às minhas palavras.,0
'encontra-se nesta casa um pedido de impeachment do vice-presidente michel temer. esse pedido não está tendo o mesmo tratamento dado ao pedido de impeachment da presidenta dilma.,1
"pela letra da lei , que é o artigo 167 da constituição federal, o momento do crime é a abertura do crédito suplementar.",0
"juízo de admissibilidade é apenas o reconhecimento de que houve o fato e de que existe autoria, que merece depois ser objeto de julgamento pelo senado.",1
"a decisão do presidente eduardo cunha não visou, na abertura desse impeachment, o cumprimento da constituição. não era esta a sua intenção. não foi esta, objetivamente, a sua finalidade. os fatos ficaram claros. os fatos foram evidenciados. sua excelência, o presidente eduardo cunha, usou da sua competência para fazer uma vingança e uma retaliação à chefe do executivo, porque essa se recusara a garantir no conselho de tica, ao qual ele estava submetido, os votos que seu partido poderia lhe dar para que ele não pudesse ser processado naquele momento.",1
"todo o foco da denúncia diz respeito à situação de relação jurídica decorrente do chamado plano safra. o plano safra é um plano que está previsto em lei e é regulado por portarias do ministério da fazenda. não é a presidente da república quem o disciplina. são portarias do ministério da fazenda.  ao contrário do crescimento da dívida [com o banco do brasil, pelo plano safra] que se aponta, de 1 de janeiro a 30 de junho a dívida caiu. e ao final do ano, tudo foi pago.",1
do seu corpo [do pmdb] saíram todas as costelas que estão formando hoje o arco partidário.,0
"a partir do dia 20 de abril, um novo governo vai se estabelecer no brasil.",0
"checamos frases de seis senadores no debate que antecedeu a aprovação do projeto 1312015, de josé serra psdb-sp, que tirou da petrobras a obrigatoriedade de explorar 30% do pré-sal no país 26 de fevereiro de 2016 tore medeiros, maurício moraes  aos que criticam o projeto por entendê-lo como uma simples facilitação a empresas estrangeiras, quero alertar sobre o conteúdo do art. 12 da lei n 12.351, que remete ao conselho nacional de política energética a possibilidade de propor que a petrobras seja contratada diretamente pela união para exploração e produção de petróleo, sob o regime de partilha de produção, sempre que a preservação do interesse nacional assim o exigir. assim, sempre que o interesse nacional estiver em jogo, continuará sendo possível dar prioridade à petrobras.  lúcia vânia psb-go  ta certo f laranjaa afirmação da senadora lúcia vânia psb-go está correta, só que não há qualquer garantia de que isso aconteça no futuro. o artigo 12 da lei n 12.351 diz que a petrobras será contratada pela união sempre que o conselho nacional de política energética cnpe alegar a necessidade de preservação do interesse nacional ou de atendimento da política energética. isso traz, contudo, dois problemas. o primeiro é a composição do cnpe, que mudará sempre que houver um novo presidente, por exemplo. o segundo ponto é a capacidade de a petrobras fazer esses investimentos no momento em que isso for exigido pelo conselho.  o cnpe é composto por 14 integrantes. desses, nove são ministros, três são nomeados pelo presidente da república, com mandato de dois anos renovável por mais dois  um representante dos estados e do distrito federal, um representante da sociedade civil especialista em energia e um representante da universidade brasileira, também especialista no tema , outro é o presidente da empresa de pesquisa energética epe e o outro é o secretário-executivo do ministério de minas e energia. isso significa que a composição do cnpe sempre reflete o perfil de quem está no poder e, portanto, está sujeita a diferentes interpretações sobre o que é preservação do interesse nacional ou o que é prioridade para atendimento da política energética.  a outra questão tem a ver com a própria situação financeira da petrobras. hoje, a empresa tem uma dívida bruta que, no terceiro trimestre do ano passado, atingiu r$ 506,5 bilhões. isso afeta a capacidade de fazer novos investimentos e de explorar novos campos, como os do pré-sal. ao mesmo tempo, o pré-sal pode ajudar a petrobras a se recuperar financeiramente. como o projeto aprovado no senado tira da empresa a obrigatoriedade de participar na exploração, ela pode ser substituída por concorrentes em um momento delicado. e o próprio cnpe pode optar por não propor a sua contratação enquanto a situação financeira da empresa estiver ruim. ou seja, vários dos novos campos do pré-sal poderão ser licitados para outras empresas e, mesmo depois de se recuperar, a petrobras estará excluída da exploração nessas reservas.  o pré-sal foi descoberto em 2006, e, agora, em 2016, já estamos, pelo pré-sal, produzindo quase um milhão de barrisdia. depois de 10 anos, nem 10 anos completos, já estamos produzindo um milhão de barrisdia. e o pré-sal é a principal fonte de lucro hoje da petrobras.  gleisi hoffmann pt-pr  não é bem assim f laranjao pré-sal nunca atingiu a produção de um milhão de barris por dia, segundo os dados mais recentes da petrobras. de acordo com a empresa, a extração média, em 2015, foi de 767 mil barris por dia, muito longe do 1 milhão apontado pela senadora.  conforme avançam os trabalhos na região, entretanto, o volume de petróleo retirado desta camada tem crescido. no ano passado, a produção no pré-sal cresceu 56% em relação a 2014. o recorde diário registrado até hoje na região foi de 942 mil barris por dia, em dezembro de 2015, e é possível que em 2016, como aponta a senadora, chegue-se à simbólica marca de 1 milhão de barris por dia.  de toda forma, o montante corresponde a menos da metade da produção de petróleo da estatal, o que invalida o argumento que a camada é a principal fonte de lucro da petrobras. a empresa foi procurada pela reportagem, mas se limitou a dizer que não comenta a participação do pré-sal em seus lucros.  o custo da petrobras na extração do petróleo do pré-sal não é de us$ 8, senadora [gleisi hoffmann]. eu fiz o cálculo do custo médio do barril de petróleo no ano passado, de janeiro a setembro, que é, em boa medida, fora do pré-sal, onde tende a ser mais barato, porque o pré-sal é uma região mais difícil, águas profundas. o custo médio da petrobras por barril foi de us$ 32.",0
"[a petrobras] não está acabada, ela não está falida, ela teve lucro operacional. e graças a quê graças à exploração do pré-sal.",0
a inocente miriam leitão segurando uma inocente furadeira,0
você sabia que benedita da silva já foi embaixadora em new york e nem inglês falava!,0
pela primeira vez em 20 anos o orçamento anual saiu do vermelho. bem vindo a nova era! parabéns à equipe responsável,0
stf aprova auxílio petshop para os 11 ministros,0
só para lembrar que o pt nomeou embaixador nos eua o aloísio sic nunes,0
"você sabia que a zélia cardoso, antes de ser ministra, foi embaixadora do brasil, nos eua",0
"isso aconteceu no #brasil durante uma missa em cachoeira paulista, são paulo, quando um padre disse 'mulheres gordas não vão para o #céu'. veja o que uma mulher faz",0
"com o novo governo federal a policia atuando na baia de guanabara, grande apreensão de armas e munições",0
"achado petróleo no mato grosso para 80 anos de consumo e pode agora nosso combustível reduzir para [r$] 2,70 o litro. vamos divulgar, valeu bolsonaro",0
médico extrai vermes do coração de uma pessoa que come carne de porco,0
reforma: homem - 65 [anos de idade mínima para se aposentar]. mulheres - 62. parlamentar - 8 [anos de contribuição para se aposentar],0
"os caras roubaram perto de 1 trilhão e a suprema corte esta analisando a suspeição de um juiz, com bases em 'vazamentos' não periciados feito por um cidadão que já foi banido de dois países",0
"tempo de carteira assinada. aposentadoria atual: homens - 35 anos, mulheres - 30 anos; reforma da previdência: 40 anos",0
"... reforma da previdência: homens - 65 anos, mulheres - 62 anos",1
"pensão por morte. aposentadoria atual: 100% do salário; reforma da previdência: 50% do salário, +10% por dependente",1
"pessoas com deficiência. aposentadoria atual: homens - 25 anos, mulheres - 20 anos tempo de contribuição; reforma da previdência: 35 anos tempo de contribuição",0
"idosos em pobreza extrema bpc. aposentadoria atual: 1 salário mínimo; reforma da previdência: r$ 400,00",0
"aprovada a redução do [abono do] pis de r$ 998,00 para r$ 468,00. parabéns trabalhador e pobre que votou e pediu para se ferrar. faz arminha!",0
"tá aí o dono da revista veja, andré esteves, preso pela operação lava jato",0
dica pra quem compra leite condensado: n 1 leite condensado novo. n 2 venceu 1 vez e foi reprocessado. n 3 venceu 2 vezes e foi reprocessado,0
"não foi isso o acordo glenn greenwald, não tenho nada a ver com a merda que você está fezendo sic, não posso sair prejudicado com isso, abri mão de muita coisa para viver no exílio. o acordo não foi esse. se me ferrar, eu ferro também, não tenho mais nada a perder!",0
ladra é a tua mãe! condenada. maria da saudade medeiros braga: condenada a dois anos de prisão por corrupção com dinheiro público,0
glauber braga ... foi acusado pela jornalista patrícia lélis de agressão. isso rolou em 2017.  época ela disse que glauber a chantageava prometendo liberar fotos e vídeos íntimos dela!,0
bem-vindo a caetés. cidade onde nasceu o presidente lula nós pedimos desculpas,0
o cara que chamou moro de ladrão [glauber braga] sem provas [no vídeo abaixo],0
"em meio aos ataques na câmara, sérgio moro dispara: se eu falar a verdade vou ter que prender todos e fechar o congresso!",0
"no último domingo, sem terra invadiram a fazenda de ramsés boltão, no norte do país, destruíram sua lavoura de anos, sequestraram sua esposa a jovem sônia estrela boltão e o espancaram até a morte",0
lembram quando lula marques fotografou a conversa do bolsonaro com seu filho eduardo no celular em 2017,0
os bolsonaros: eles sabiam do pó,0
maria do rosário e a esquerda iniciam namoro com mbl,0
"o crime é impossível acabar totalmente porque a mente humana veio do macaco, um animal assassino",0
"[o sargento] só foi preso agora porque, sem comunicação prévia, o governo bolsonaro retirou a inviolabilidade de bagagens diplomáticas nas comitivas presidenciais",0
como não se emocionar com esses verdadeiros brasileiros que amam o brasil e que saem às ruas para defender moro e bolsonaro contra fraudes e fake news,0
av paulista  hoje!,0
"quem foi que disse que #bolsonaro ficaria 'isolado' no g20 na verdade, ele foi o centro das atenções ...",0
"me tirem uma dúvida aqui. esse é o sargento envolvido lá com o bagulho das drogas encontradas no avião e esse outro é o filho do lula, não é  com traficante e droga",0
sérgio moro é bom pra burro!,0
militar preso com os 3 quilos de cocaína em avião presidencial. só coincidência,0
adivinha quem estava com o presidente miliciano na fatídica marcha para jesus ele mesmo! sargento traficante miliciano do psl! veja a foto.,0
o único objetivo da esquerda é derrubar o governo bolsonaro. o brasil que se dane!,0
militar preso da fab. o militar detido por drogas é filiado ao pt. pronto! resolvido o mistério,0
"-manheeeee estão me provocando e mandando indiretas ao meu governo catastrófico, vou fazer textão e tirar uma foto emo mostrando o dedo do meio. somos governados por um adolescente de 14 anos",0
nem a volta de jesus cristo vai me impedir de assumir a presidência da república em 2018,0
"por acaso você elegeu rodrigo maia para ser presidente, 1 ministro, ou rei do brasil não podemos aceitar o governo paralelo que esse maia, a esquerda e o centrão estão querendo implantar no país! nós elegemos bolsonaro para ser presidente!",0
bíblia encontrada no fundo do oceano ainda intactas e legível,0
"manifestação de hipocrisia! badernagem! manifestação pacífica e democrática do pt,psol,cut... #sqn #agrevefoiumfiasco",0
"general augusto heleno pede a prisão do jornalista da record paulo henrique amorim, por ameaça de morte ao presidente bolsonaro",0
vulcão sinabung entra em erupção na indonésia domingo 9 de junho de 2019 - 04h28. não pare de ver mesmo quando a tela escurecer. vejam até parar,0
"governador do estado do maranhão, substitui a bandeira nacional pela bandeira do partido comunista...",0
"manifestação vermelha só reúne viciados, vagabundos e bandidos. são vândalos, terroristas e criminosos",0
não me obriguem a trabalhar!,0
cuidado para não tomar o paracetamol que vem escrito p-500. ... os médicos provam que contêm o vírus machupo,0
bomba! delegado revela em livro que lula cortou o próprio dedo para não ter que trabalhar,0
método do juiz moro é medieval e envergonha a sociedade civilizada,0
"presidente da oab com companheiros depois dessa reunião com a companheirada, ele pediu afastamento do moro, e a cabeça do deltan. que credibilidade ele tem vergonha!!!",0
deltan elogia glenn greenwald,1
glenn greenwald ... e seu par sexual david miranda-psol são acusados de atentar contra a segurança pública do reino unido.,0
porque o jornalista glenn greenwald ligou 17 vezes para adélio bispo no dia do esfaqueamento de bolsonaro,0
"a invasão já seria crime, agora o telegram confirma que o texto divulgado foi manipulado.",0
glenn greenwald traidor dos estados unidos,0
david miranda acusado de terrorismo na grã-bretanha,0
jean wyllys suspeito no atentado ao bolsonaro,0
oab pede o fim da lava jato ...,0
"golaço do presidente. a globo não mostra, o nosso exército trabalhando igual na época quando eles estavam no controle dessa nação",0
transparência mostra que bolsonaro é responsável pelo maior orçamento da educação na história,0
mourão diz que conspiração de sergio moro é muito grave e pede punição,0
mãe fica brava com professores que incentivou sic o filho a ir em passeata do pt,0
esta é uma rua na venezuela. isso é dinheiro na sarjeta.  inútil. bem vindo ao socialismo e ao comunismo onde a inflação é tão alta que o dinheiro não serve mais para nada e não existem mais comércio e empresários que suportem isso!!!!,0
"deputado marcelo freixo, do psol, mora no imóvel funcional da câmara e mesmo assim recebe a verba de auxílio moradia",1
sou há favor dos corte na educassão governo já ivesti muinto sic,0
bomba!  o fim de gleisi hoffmann! vídeo que acaba com a petista de vez. vazou um vídeo de reunião de cúpula; e a senadora petista diz que querem é desemprego em massa,0
"resumo das manifestações de hoje [30 de maio de 2019]: 1% educação, 4% maconha, 5% não sabem porque estão ali, 90% lula livre",0
reconheço que a esquerda e o centrão querem atrasar este país. a partir de hoje estou com bolsonaro,0
mais um cantor musica popular brasileira morreu aos 82 anos o cantor agnaldo timóteo. descanse em paz,0
 sabe o bala de prata   hum.   ele poderia ser usado contra o juiz lá de curitiba.   ele [bala de prata] é capaz de tudo,0
" isso aí messi, sempre fui teu fã e não é a toa",0
de qual lado você está manifestante contra o presidente,0
será que a globo vai mostrar a terceira ponte no espírito santo chora oposição,0
"apoiamos: o fim da previdência e do ensino universitário! a entrega da embraer, da petrobras, do bb, cef, correios. pátria amada queiroz livre!",0
urgente: atirador invade escola em humaitá e dispara contra alunos,0
"santa catarina, o estado mais armado do país ...",0
[santa catarina] tem hoje a menor taxa de assassinatos,0
alunos e professores de universidades de minas gerais fazem protestos contra bolsonaro. olha a qualidade dos futuros profissionais!,0
maduro pede apoio ao exército brasileiro para derrubar bolsonaro,0
até quando mendigo vai ficar sem pagar iptu #chegademamata,0
não é montagem. olha a cara do paulo guedes [assistindo a vídeo do lula],0
e o filho do motorista [de marielle vai ganhar pensão] não!,0
charge publicada na revista americana time. e de longe a melhor expressão que já vi sobre a nossa situação atual,0
"com presença majoritária da turma do lula livre, ele não, pt, psol, pcdob, cut, une, mst e outros lacaios comunistas, as manifestinhas de hoje levam nota zero em legitimidade!",0
bolsonaro assina decreto que proíbe o consumo de drogas em universidades e choca alunos,0
"a rachadura está aumentando muito, peça aos amigos e familiares, para não utilizar a segunda ponte entre vila velha e vitória. [ela está] prestes a cair, e causar um acidente de grandes dimensões, espírito santo deve ser notícia breve",0
"essa imagem é de um filme novo da disney para crianças, vamos ficar ligados. se for possível enviar para mais grupo para alertar as famílias",1
"por pressão da bancada evangélica, lei maria da penha será revogada pela ministra damares",0
golaço do presidente [bolsonaro]. se você não compartilhar ninguém ficará sabendo. a globo não mostra,0
pinos de crack e cocaína recolhido da universidade federal do espírito santo,0
alunos de uma universidade federal criam ateliêr sic de arte anal,0
maravilha!!! br-163 sem asfalto há 30 anos. agora bolsonaro está fazendo com cimento de primeira qualidade,0
que cena bizarra. nem a resistência conhece a marielle [franco],0
maconhal é encontrado pela polícia civil em terreno da unb,0
sérgio moro acaba de ser escolhido o décimo-terceiro maior líder do mundo pela americana fortune!,0
"haddad ao comentar sobre nicolás maduro e o que tem acontecido na venezuela: 'maduro, para mim, é um exemplo e inspiração. há problemas na venezuela há. mas a culpa é da oposição que não colabora",0
franciscanos nas ruas de curitiba em apoio ao presidente lula,0
"petrobras cancela contrato de r$ 780 milhões com a mclaren. verba vai pra ensino fundamental, ciência e tecnologia. perfeito",0
atrase o envelhecimento fazendo ... ácido hialurônico em casa,0
aprovada a lei de defesa de patrimônio,0
não vejo motivo algum para abajularem sic airton sic senna. ele era apenas um corredor de carro e nada mais. lula sim é a verdadeira história do brasil,0
"'câncer é um fungo! e bicarbonato de sódio ajuda a curar o câncer, diz oncologista",0
"esse é frei beto, amigo de lula",0
"essa é a juíza que condenou o danilo gentili. está explicado, não é",0
"o falso padre que visitava lula, depois ia pra venezuela e cuba",0
"se tocam em guaidó, em duas horas tropas aéreas chilenas entram na venezuela",0
"o povo venezuelano se mobiliza pacificamente [hoje, 304] em miraflores para gritar: não ao golpe de estado!",0
"isso [manifestação] ocorreu mais cedo, no quartel libertador, maracaibo, zulia #30abr",0
"pablo escobar, cristina kirchner, dilma rousseff e néstor kirchner. alta sociedade do crime reunida",0
"esse projeto de lei anticrime do [sérgio] moro, hitler do judiciário, quer punir a corrupção. um absurdo, corrupção é algo cultural no brasil e forma de governo de todos os presidentes desde a redemocratização",0
lula é eleito pela revista inglesa 'the economist' como o maior ladrão do mundo,0
a est a casa do lula...dilma e gleisi,0
os franceses fazem chacota do stf brasileiro,0
documento do wikileaks revela que globo repassou à unesco apenas 10% do que arrecadou com o criança esperança,0
a globo sonega r$ 600 milhões e usa as crianças para te pedir dinheiro e aumentar as isenções de imposto de renda,0
papa francisco cancela a bíblia e propõe criar um novo livro,0
presidente jair bolsonaro assina decreto que acaba com a obrigatoriedade de bacharel em direito prestar exame [d]a oab,0
"legenda de vídeo: '[presidente bolsonaro,] não vou falar com você'",0
marina silva entra na justiça para que 8 mil radares sejam colocados nas estradas,0
"1 mês após massacre em escola de suzano, exército promove projeto atirador mirim para ensinar crianças a atirar",0
"sabe quem foi tirado do ministério depois de quatro meses por ser incompetente ... ele mesmo, o tiro nomes [ciro gomes]",0
"quando o museu pega fogo e é brasileiro: 'já está feito, já pegou fogo, quer que faça o quê', diz bolsonaro sobre incêndio no museu nacional",1
"quando o museu é francês: 'em nome dos brasileiros, manifesto profundo pesar pelo terrível incêndio que assola um dos maiores símbolos da cultura e da espiritualidade cristã e ocidental, a catedral de notre-dame, em paris. neste momento sombrio, as nossas orações estão com o povo francês.",1
"abriu a caixa preta do bndes, que terá de devolver ao tesouro nacional r$ 316 bilhões roubados pelo pt",0
"cortou r$ 2,5 bilhões de verbas de patrocínio com a globo e outras empresas televisivas ...",0
... e criou um canal oficial do governo no youtube,0
cortou 21 mil cargos comissionados,1
cortou a obrigação dos trabalhadores de pagar o imposto sindical,0
"cortou a suntuosa verba do carnaval e outros eventos, passando a responsabilidade a ser dos próprios idealizadores",0
"desvendou as fraudes no bolsa família, onde sic os benefícios iam para pessoas mortas, empresários e funcionários fantasmas",0
exonerou seu próprio ministro,1
cancelou um jantar de [r$] 290 mil no ibama e exonerou a responsável,0
cancelou a compra de caminhonetes no ibama 20 vezes mais caras,0
mandou os chefes das grandes facções para presídios de segurança máxima,0
fez parceria tecnológica com israel,1
flexibilizou a posse de armas,1
211 mil vagas de emprego criadas em dois meses ...,1
... [criação de empregos nos primeiros dois meses] recorde,0
a bolsa de valores superou 100 mil pontos pela primeira vez na história,1
o primeiro-ministro de luxemburgo e seu esposo chegando numa festa de gala,0
"estou pessoalmente consternado com o incêndio que atingiu a catedral de notre-dame, símbolo da cultura ocidental e da fé cristã. me solidarizo à todos os ingleses nesse momento tão difícil e doloroso",0
observações do dr. drauzio varela,0
"em três meses de governo [bolsonaro], nenhum projeto para combater o desemprego [foi feito no brasil]",0
vivi pra ver! cúpula do pt entra na justiça contra o pagamento 13 salário ao bolsa família,0
diga não ao décimo terceiro salário do bolsa família,0
"projeto de lei prevê como sendo crime hediondo a legítima defesa e a reação a assalto; segundo a deputada marília do rosário sic, o projeto de sua iniciativa visa reduzir o grande número de assaltantes que são brutalmente assassinados no exercício da profissão",0
zeca tchutchuca no auge de sua militância enquanto papai estava preso,0
"pelo jeito a ceasa ficou totalmente alagada nas últimas chuvas. as frutas, legumes e verduras ficaram imersas na água suja",0
efeito paulo freire na educação. alunos comemoram aniversário de universidade sem roupa. a mídia diz: é coisa de jovem,0
dilma gastou do nosso dinheiro r$ 73 milhões num salão de beleza,0
"michelle arrecadou num chá beneficente 5,3 milhões em doações para causas sociais",1
maria do rosário diz que rota errou em matar 11 bandidos em tentativa de assalto a banco. ela diz que bandidos nem tiveram a chance de revidar. tá louca,0
[abraham weintraub]  doutor,0
"presidente siga firme na missão que deus e o povo lhe confiou e combata o foro de são paulo, não se renda à mídia esquerdista e não dê espaços para oportunistas de plantão",0
"montanhas de euros e reais na casa de cristina kirchner. a operação vazou, mas a polícia chegou antes que queimassem tudo",0
"papai bolsonaro mandou vir 15 desses aí! sistema de mira e de câmeras, coisa de outro mundo! chegaram dois aqui no rio de janeiro hoje!",0
"brasil ganha de presente de israel 15 helicópteros ah-64 apache, o mais avançado para combater o crime organizado. fruto de um novo brasil",0
"fortuna [de lula]: u$ 2 bilhões segundo a revista forbes, 2006",0
"assassino foi descoberto! não é pm, não é branco.  ligado ao trfico. a mídia não fala mais de marielle. por que marielle foi morta por thiago macaco, negro, de origem pobre e bandido. onde está o branco racista, policial e homofóbico que a esquerda e a globo inventaram",0
militares botando lula pra correr desde 1964 foto,0
câmera em carro flagra momento exato do acidente com o 737 max 8 da boeing na etiópia,0
"isso mesmo, o cantor pabllo vittar fechou um contrato de 5 anos com a globo para apresentar o programa tv criança gay",0
"engraçado. depois que foi descoberto que o assassino de marielle era do pt, parece que finalmente ela morreu. ninguém fala mais nada",0
"caso conheçam alguém com lábio leporino eou fenda palatina, informa-se que existem 12 médicos americanos dispostos a operar no hospital militar, mas só existem 71 pacientes e são necessários 135 pacientes para operar na próxima semana",0
br-319 manausporto velho: 3 meses de governo [estrada asfaltada]. pt: 16 anos no poder [caminhões atolados na rodovia],0
"em são paulo, arqueólogos escavaram a vala de perus que foi utilizada para descartar corpos durante a ditadura militar, foram mais de 1.000 ossadas encontradas. se vc acha que há razões para comemorar essa data, procure um psicólogo!",0
procurador geral dos eua rompe o silêncio e diz que a lava jato foi criada para atender interesse dos estados unidos!,0
"canibal comeu 23 entregadores de pizza, seis testemunhas de jeová, dois carteiros nos últimos sete anos",0
"querem conhecer uma das adegas de lula, o presidente quase analfabeto dos pobres lula, que tirou milhões da pobreza",0
será que dá para apagar aquele vídeo que votei contra o impeachment do temer,0
rodrigo maia não nasceu no brasil ...,1
... e não pode ser o presidente da câmara,0
"o exército brasileiro conseguiu, ontem, encontrar água ao perfurar um poço em caicó, no nordeste",0
as impressões digitais de uma das assessoras de marielle são encontradas na maçaneta da porta do carro dos assassinos,0
